Rxn	Genes
R01039_2	[['YOR120W'], ['YOR120W'], ['YOR120W']]
R00719_1	[['YER005W'], ['YER005W']]
R00719_2	[['YER005W'], ['YER005W']]
R00719_3	[['YER005W'], ['YER005W']]
R01123_1	[['YPL117C'], ['YPL117C']]
R01123_2	[['YPL117C'], ['YPL117C']]
R09366_1	[['YFR055W'], ['YGL184C']]
R09366_2	[['YAL012W'], ['YAL012W'], ['YFR055W'], ['YGL184C']]
R09366_3	[['YAL012W'], ['YAL012W'], ['YFR055W'], ['YGL184C']]
R02055_1	[['YNL169C'], ['YNL169C']]
R02055_2	[['YGR170W'], ['YGR170W']]
R02055_3	[['YGR170W'], ['YGR170W']]
R02055_4	[['YNL169C'], ['YNL169C']]
R06263_1	[['YOR067C'], ['YOR067C']]
R06263_2	[['YOR067C'], ['YOR067C']]
R06263_3	[['YOR067C'], ['YOR067C']]
R08175_1	[['YJR019C'], ['YJR019C']]
R08175_2	[['YOR377W']]
R08175_3	[['YOR377W']]
R08175_4	[['YJR019C'], ['YJR019C']]
R08175_5	[['YOR377W']]
R08175_6	[['YJR019C'], ['YJR019C']]
R01626_1	[['YKL182W'], ['YKL182W']]
R01626_2	[['YKL182W'], ['YKL182W'], ['YPL231W']]
R01626_3	[['YKL182W'], ['YOR221C'], ['YOR221C'], ['YKL182W'], ['YPL231W']]
R04863_1	[['YBR115C'], ['YBR115C']]
R00549_1	[['YDR236C'], ['YDR236C']]
R00549_2	[['YDR236C'], ['YDR236C']]
R00549_3	[['YDR236C'], ['YDR236C']]
R00549_4	[['YDR236C'], ['YDR236C']]
R02957_1	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R02957_2	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R02957_3	[['YMR110C'], ['YMR169C'], ['YMR170C'], ['YOR374W'], ['YPL061W'], ['YMR110C'], ['YMR110C'], ['YMR169C'], ['YMR169C'], ['YMR170C'], ['YMR170C'], ['YOR374W'], ['YOR374W'], ['YPL061W'], ['YPL061W']]
R02957_4	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R02957_5	[['YER073W'], ['YMR110C'], ['YOR374W'], ['YPL061W'], ['YER073W'], ['YER073W'], ['YMR110C'], ['YMR110C'], ['YOR374W'], ['YOR374W'], ['YPL061W'], ['YPL061W']]
R01011_1	[['YFL053W'], ['YML070W'], ['YFL053W'], ['YML070W']]
R03018_1	[['YDR531W'], ['YDR531W']]
R03018_2	[['YDR531W'], ['YDR531W']]
R01206_1	[['YLR286C'], ['YLR286C']]
R01206_2	[['YLR286C'], ['YLR286C']]
R01206_3	[['YLR286C'], ['YLR286C']]
R01206_4	[['YDR371W'], ['YLR286C'], ['YDR371W'], ['YLR286C']]
R00310_1	[['YOR176W'], ['YOR176W']]
R00310_2	[['YOR176W'], ['YOR176W']]
R01224_1	[['YGL125W'], ['YPL023C'], ['YGL125W'], ['YGL125W'], ['YPL023C'], ['YPL023C']]
R01224_2	[['YGL125W'], ['YGL125W'], ['YGL125W']]
R03940_1	[['YBL013W'], ['YBL013W']]
R03940_2	[['YBL013W'], ['YBL013W']]
R00768	[['YKL104C'], ['YMR084W'], ['YKL104C'], ['YMR084W']]
R05202_1	[['YDR315C'], ['YDR315C']]
R08281_1	[['YBR145W'], ['YOL086C'], ['YBR145W'], ['YBR145W'], ['YOL086C'], ['YOL086C']]
R08281_2	[['YOL086C'], ['YOL086C'], ['YOL086C']]
R08281_3	[['YBR145W'], ['YDL168W'], ['YMR083W'], ['YMR303C'], ['YOL086C'], ['YDL168W'], ['YDL168W'], ['YBR145W'], ['YBR145W'], ['YMR083W'], ['YMR083W'], ['YMR303C'], ['YMR303C'], ['YOL086C'], ['YOL086C'], ['YGL256W'], ['YGL256W']]
R08281_4	[['YDL168W'], ['YMR083W'], ['YDL168W'], ['YDL168W'], ['YMR083W'], ['YMR083W'], ['YGL256W'], ['YGL256W']]
R08648_1	[['YCL009C'], ['YMR108W'], ['YMR108W'], ['YCL009C']]
R08648_2	[['YCL009C'], ['YMR108W'], ['YMR108W'], ['YCL009C']]
R07767_1	[['YOR196C'], ['YOR196C']]
R02497_1	[['YIL049W'], ['YIL049W'], ['YIL049W']]
R02497_2	[['YIL049W'], ['YIL049W'], ['YIL049W']]
R02497_3	[['YIL049W'], ['YIL049W'], ['YIL049W']]
R00115_1	[['YPL091W'], ['YPL091W'], ['YPL091W']]
R00115_2	[['YPL091W'], ['YPL091W'], ['YPL091W']]
R00115_3	[['YPL091W'], ['YPL091W'], ['YPL091W']]
R01021_1	[['YLR133W'], ['YLR133W']]
R00802_1	[['YIL162W'], ['YIL162W']]
R00802_2	[['YIL162W'], ['YIL162W']]
R00802_3	[['YIL162W'], ['YIL162W']]
R08183_1	[['YJR019C'], ['YJR019C']]
R08183_2	[['YJR019C'], ['YJR019C']]
R08183_3	[['YJR019C'], ['YJR019C']]
R06364_1	[['YHR123W'], ['YHR123W']]
R06364_2	[['YHR123W'], ['YHR123W']]
R06364_3	[['YHR123W'], ['YHR123W']]
R06364_4	[['YHR123W'], ['YHR123W']]
R04711_1	[['YOL096C'], ['YOL096C']]
R04711_2	[['YOL096C'], ['YOL096C']]
R04711_3	[['YOL096C'], ['YOL096C']]
R12067_1	[['YOR125C'], ['YOR125C']]
R12067_2	[['YOR125C'], ['YOR125C']]
R11891_1	[['YKL024C'], ['YKL024C']]
R11891_2	[['YKL024C'], ['YKL024C']]
R01715_1	[['YPR060C'], ['YPR060C']]
R01715_2	[['YPR060C'], ['YPR060C']]
R09077_1	[['YMR020W'], ['YMR020W']]
R00751_1	[['YEL046C'], ['YEL046C']]
R01641_1	[['YBR117C'], ['YPR074C'], ['YBR117C'], ['YPR074C']]
R01641_2	[['YBR117C'], ['YPR074C'], ['YBR117C'], ['YPR074C']]
R07395_1	[['YEL038W'], ['YEL038W']]
R07395_2	[['YEL038W'], ['YEL038W']]
R10221_1	[['YGR256W'], ['YGR256W'], ['YGR256W']]
R10221_2	[['YGR256W'], ['YHR183W'], ['YGR256W'], ['YGR256W'], ['YHR183W'], ['YHR183W']]
R10221_3	[['YHR183W'], ['YHR183W'], ['YHR183W']]
R02021_1	[['YPR167C'], ['YPR167C']]
R09944_1	[['YOR311C'], ['YOR311C']]
R09944_2	[['YOR311C'], ['YOR311C']]
R09944_3	[['YOR311C'], ['YOR311C']]
R07094_1	[['YIR038C'], ['YIR038C']]
R07094_2	[['YIR038C'], ['YIR038C']]
R07094_3	[['YIR038C'], ['YIR038C']]
R07094_4	[['YNL229C'], ['YNL229C']]
R07094_5	[['YIR038C'], ['YIR038C']]
R07094_6	[['YIR038C'], ['YIR038C']]
R07094_7	[['YIR038C'], ['YIR038C']]
R00801_1	[['YIL162W'], ['YJL216C'], ['YOL157C'], ['YJL216C'], ['YOL157C'], ['YIL162W']]
R00801_2	[['YBR299W'], ['YGR292W'], ['YJL216C'], ['YOL157C'], ['YBR299W'], ['YGR292W'], ['YJL216C'], ['YOL157C']]
R00801_3	[['YIL172C'], ['YIL162W'], ['YJL221C'], ['YJL216C'], ['YOL157C'], ['YIL172C'], ['YJL216C'], ['YJL221C'], ['YOL157C'], ['YIL162W']]
R00801_4	[['YGR287C'], ['YIL162W'], ['YJL216C'], ['YOL157C'], ['YGR287C'], ['YJL216C'], ['YOL157C'], ['YIL162W']]
R01234_1	[['YGL248W'], ['YOR360C'], ['YGL248W'], ['YOR360C']]
R01234_2	[['YGL248W'], ['YOR360C'], ['YGL248W'], ['YOR360C']]
R07091_1	[['YIR038C'], ['YIR038C']]
R07091_2	[['YIR038C'], ['YIR038C']]
R07091_3	[['YIR038C'], ['YIR038C']]
R07091_4	[['YNL229C'], ['YNL229C']]
R07091_5	[['YIR038C'], ['YIR038C']]
R07091_6	[['YIR038C'], ['YIR038C']]
R07091_7	[['YIR038C'], ['YIR038C']]
R06983_1	[['YDL168W'], ['YDL168W'], ['YDL168W']]
R06983_2	[['YDL168W'], ['YDL168W'], ['YDL168W']]
R00316_1	[['YAL054C'], ['YLR153C'], ['YAL054C'], ['YLR153C']]
R00316_2	[['YAL054C'], ['YAL054C']]
R00316_3	[['YAL054C'], ['YLR153C'], ['YAL054C'], ['YLR153C']]
R00316_4	[['YAL054C'], ['YAL054C']]
R03361_1	[['YJL100W'], ['YLR305C'], ['YNL267W'], ['YLR305C'], ['YJL100W'], ['YNL267W'], ['YKL203C']]
R03361_2	[['YNL267W'], ['YNL267W'], ['YKL203C']]
R03361_3	[['YJL100W'], ['YLR305C'], ['YNL267W'], ['YLR305C'], ['YJL100W'], ['YNL267W'], ['YKL203C']]
R03361_4	[['YJL100W'], ['YJL100W'], ['YKL203C']]
R03361_5	[['YLR305C'], ['YLR305C'], ['YKL203C']]
R00432_1	[['YGR244C'], ['YOR142W'], ['YOR142W'], ['YGR244C']]
R00432_2	[['YGR244C'], ['YOR142W'], ['YOR142W'], ['YGR244C']]
R01600_1	[['YGL253W'], ['YGL253W']]
R01600_2	[['YCL040W'], ['YCL040W']]
R01600_3	[['YGL253W'], ['YGL253W']]
R01600_4	[['YCL040W'], ['YDR516C'], ['YFR053C'], ['YGL253W'], ['YLR446W'], ['YCL040W'], ['YDR516C'], ['YFR053C'], ['YGL253W'], ['YLR446W']]
R01600_5	[['YCL040W'], ['YDR516C'], ['YFR053C'], ['YGL253W'], ['YLR446W'], ['YCL040W'], ['YDR516C'], ['YFR053C'], ['YGL253W'], ['YLR446W']]
R04463_1	[['YGR061C'], ['YGR061C']]
R00755_1	[['YDL080C'], ['YLR044C'], ['YLR134W'], ['YDL080C'], ['YLR044C'], ['YLR134W']]
R00755_2	[['YDL080C'], ['YGR087C'], ['YLR044C'], ['YLR134W'], ['YDL080C'], ['YGR087C'], ['YLR044C'], ['YLR134W']]
R02464_1	[['YDR294C'], ['YDR294C']]
R02464_2	[['YDR294C'], ['YDR294C']]
R02464_3	[['YDR294C'], ['YDR294C']]
R02464_4	[['YDR294C'], ['YDR294C']]
R00734_1	[['YLR027C'], ['YLR027C']]
R00734_2	[['YHR137W'], ['YHR137W']]
R00734_3	[['YGL202W'], ['YHR137W'], ['YIL116W'], ['YLR027C'], ['YHR137W'], ['YGL202W'], ['YIL116W'], ['YLR027C']]
R00734_4	[['YKL106W'], ['YKL106W']]
R08549_1	[['YDR148C'], ['YFL018C'], ['YIL125W'], ['YIL125W'], ['YIL125W'], ['YFL018C'], ['YFL018C'], ['YDR148C'], ['YDR148C']]
R08549_2	[['YDR148C'], ['YFL018C'], ['YIL125W'], ['YIL125W'], ['YIL125W'], ['YFL018C'], ['YFL018C'], ['YDR148C'], ['YDR148C']]
R01982_1	[['YJR153W'], ['YJR153W']]
R04963_1	[['YKL182W']]
R04963_2	[['YPL231W'], ['YPL231W'], ['YKL182W']]
R04963_3	[['YER061C'], ['YPL231W'], ['YPL231W'], ['YER061C'], ['YKL182W']]
R02747_1	[['YML059C'], ['YML059C'], ['YMR006C'], ['YMR008C'], ['YOL011W']]
R02747_2	[['YML059C'], ['YML059C']]
R02747_3	[['YML059C'], ['YML059C']]
R02747_4	[['YMR006C'], ['YMR008C'], ['YOL011W']]
R02747_5	[['YMR006C'], ['YMR008C']]
R02747_6	[['YML059C'], ['YML059C'], ['YMR008C']]
R03066_1	[['YNL256W'], ['YNL256W']]
R03066_2	[['YNL256W'], ['YNL256W']]
R03066_3	[['YNL256W'], ['YNL256W']]
R00137_1	[['YCL047C'], ['YGR010W'], ['YLR328W'], ['YGR010W'], ['YGR010W'], ['YLR328W'], ['YLR328W'], ['YCL047C'], ['YCL047C']]
R00137_2	[['YCL047C'], ['YLR328W'], ['YLR328W'], ['YLR328W'], ['YCL047C'], ['YCL047C']]
R02283_1	[['YOL140W'], ['YOL140W']]
R07105_1	[['YBR145W'], ['YOL086C'], ['YBR145W'], ['YBR145W'], ['YOL086C'], ['YOL086C']]
R07105_2	[['YOL086C'], ['YOL086C'], ['YOL086C']]
R07105_3	[['YBR145W'], ['YDL168W'], ['YMR083W'], ['YMR303C'], ['YOL086C'], ['YDL168W'], ['YDL168W'], ['YBR145W'], ['YBR145W'], ['YMR083W'], ['YMR083W'], ['YMR303C'], ['YMR303C'], ['YOL086C'], ['YOL086C'], ['YGL256W'], ['YGL256W']]
R07105_4	[['YDL168W'], ['YMR083W'], ['YDL168W'], ['YDL168W'], ['YMR083W'], ['YMR083W'], ['YGL256W'], ['YGL256W']]
R06590_1	[['YBR117C'], ['YPR074C'], ['YBR117C'], ['YPR074C']]
R06590_2	[['YBR117C'], ['YPR074C'], ['YBR117C'], ['YPR074C']]
R05551	[['YDR242W'], ['YDR242W']]
R00390_1	[['YOR317W'], ['YOR317W']]
R00390_2	[['YER015W'], ['YIL009W'], ['YMR246W'], ['YOR317W'], ['YER015W'], ['YIL009W'], ['YMR246W'], ['YOR317W']]
R00390_3	[['YER015W'], ['YER015W']]
R00390_4	[['YIL009W'], ['YMR246W'], ['YOR317W'], ['YIL009W'], ['YMR246W'], ['YOR317W']]
R00390_5	[['YER015W'], ['YMR246W'], ['YER015W'], ['YMR246W']]
R00390_6	[['YER015W'], ['YIL009W'], ['YMR246W'], ['YOR317W'], ['YER015W'], ['YIL009W'], ['YMR246W'], ['YOR317W']]
R00390_7	[['YER015W'], ['YOR317W'], ['YER015W'], ['YOR317W']]
R08182_1	[['YJR019C'], ['YJR019C']]
R08182_2	[['YJR019C'], ['YJR019C']]
R08182_3	[['YJR019C'], ['YJR019C']]
R01986_1	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R01986_2	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R01986_3	[['YMR110C'], ['YMR169C'], ['YMR170C'], ['YOR374W'], ['YPL061W'], ['YMR110C'], ['YMR110C'], ['YMR169C'], ['YMR169C'], ['YMR170C'], ['YMR170C'], ['YOR374W'], ['YOR374W'], ['YPL061W'], ['YPL061W']]
R01986_4	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R01986_5	[['YER073W'], ['YMR110C'], ['YOR374W'], ['YPL061W'], ['YER073W'], ['YER073W'], ['YMR110C'], ['YMR110C'], ['YOR374W'], ['YOR374W'], ['YPL061W'], ['YPL061W']]
R04942_1	[['YGR155W'], ['YGR155W']]
R04942_2	[['YGR155W'], ['YGR155W']]
R02096_1	[['YDR020C'], ['YNR012W'], ['YDR020C'], ['YNR012W']]
R02096_2	[['YDR020C'], ['YNR012W'], ['YDR020C'], ['YNR012W']]
R01431_1	[['YHR104W'], ['YHR104W'], ['YHR104W']]
R01431_2	[['YHR104W'], ['YHR104W'], ['YHR104W']]
R03363_1	[['YKL212W']]
R03363_2	[['YNL128W'], ['YNL128W']]
R03363_3	[['YKL212W']]
R03363_4	[['YNL128W'], ['YNL128W']]
R03363_5	[['YKL212W']]
R03363_6	[['YNL128W'], ['YKL212W'], ['YNL128W'], ['YJR110W']]
R03363_7	[['YKL212W']]
R03363_8	[['YKL212W']]
R12424_1	[['YOR196C'], ['YOR196C']]
R02091_1	[['YDR020C'], ['YNR012W'], ['YDR020C'], ['YNR012W']]
R02091_2	[['YDR020C'], ['YNR012W'], ['YDR020C'], ['YNR012W']]
R02571_1	[['YDR148C'], ['YDR148C']]
R02571_2	[['YDR148C'], ['YDR148C']]
R00776_1	[['YIR032C'], ['YIR032C']]
R03875_1	[['YDR440W'], ['YHR109W'], ['YHR119W'], ['YJL168C'], ['YHR119W'], ['YDR440W'], ['YHR109W'], ['YJL168C']]
R03875_2	[['YHR109W'], ['YJL168C'], ['YHR109W'], ['YJL168C']]
R02025_1	[['YKL069W'], ['YKL069W']]
R02025_2	[['YKL069W'], ['YKL069W']]
R00970_1	[['YDR020C'], ['YNR012W'], ['YDR020C'], ['YNR012W']]
R00970_2	[['YDR020C'], ['YNR012W'], ['YDR020C'], ['YNR012W']]
R04144_1	[['YGL234W'], ['YGL234W']]
R02250_1	[['YDR058C'], ['YDR058C']]
R02250_2	[['YCR068W'], ['YCR068W']]
R02250_3	[['YKR089C'], ['YMR313C'], ['YOR081C'], ['YKR089C'], ['YOR081C'], ['YMR313C']]
R02250_4	[['YCR068W'], ['YCR068W']]
R02250_5	[['YCR068W'], ['YCR068W']]
R02250_6	[['YDR058C'], ['YDR058C']]
R00005_1	[['YBR208C'], ['YBR208C']]
R00005_2	[['YBR208C'], ['YBR208C']]
R01351_1	[['YKL094W'], ['YMR210W'], ['YKL094W']]
R01351_2	[['YKL094W'], ['YMR210W'], ['YKL094W']]
R01351_3	[['YKL094W'], ['YMR210W'], ['YKL094W']]
R01351_4	[['YKL094W'], ['YMR210W'], ['YKL094W']]
R01351_5	[['YKL094W'], ['YMR210W'], ['YKL094W']]
R01351_6	[['YKL094W'], ['YMR210W'], ['YKL094W']]
R01351_7	[['YKL094W'], ['YMR210W'], ['YKL094W']]
R04756_1	[['YLR284C'], ['YLR284C']]
R04756_2	[['YLR284C'], ['YLR284C']]
R08771_1	[['YOL096C'], ['YOL096C']]
R08771_2	[['YOL096C'], ['YOL096C']]
R08771_3	[['YOL096C'], ['YOL096C']]
R02984_1	[['YBR019C'], ['YBR019C']]
R01548_1	[['YDR020C'], ['YNR012W'], ['YDR020C'], ['YNR012W']]
R01548_2	[['YDR020C'], ['YNR012W'], ['YDR020C'], ['YNR012W']]
R07092_1	[['YIR038C'], ['YIR038C']]
R07092_2	[['YIR038C'], ['YIR038C']]
R07092_3	[['YIR038C'], ['YIR038C']]
R07092_4	[['YNL229C'], ['YNL229C']]
R07092_5	[['YIR038C'], ['YIR038C']]
R07092_6	[['YIR038C'], ['YIR038C']]
R07092_7	[['YIR038C'], ['YIR038C']]
R00236_1	[['YAL054C'], ['YLR153C'], ['YAL054C'], ['YLR153C']]
R00236_2	[['YAL054C'], ['YAL054C']]
R00236_3	[['YAL054C'], ['YLR153C'], ['YAL054C'], ['YLR153C']]
R00236_4	[['YAL054C'], ['YAL054C']]
R11104_1	[['YGL067W'], ['YGL067W'], ['YGL067W']]
R11104_2	[['YGL067W'], ['YGL067W'], ['YGL067W']]
R03270_1	[['YBR221C'], ['YER178W'], ['YER178W'], ['YBR221C']]
R03270_2	[['YBR221C'], ['YER178W'], ['YER178W'], ['YBR221C']]
R00497_1	[['YOL049W'], ['YOL049W']]
R01127_1	[['YMR120C'], ['YMR120C']]
R01127_2	[['YLR028C'], ['YMR120C'], ['YLR028C'], ['YMR120C']]
R03916_1	[['YLR299W'], ['YLR299W']]
R03916_2	[['YLR299W'], ['YLR299W']]
R03916_3	[['YLR299W'], ['YLR299W']]
R00575_1	[['YJL130C'], ['YJL130C']]
R00575_2	[['YJL130C'], ['YJR109C'], ['YOR303W'], ['YOR303W'], ['YJR109C'], ['YJR109C', 'YOR303W'], ['YJL130C']]
R00575_3	[['YJL130C'], ['YJL130C']]
R00851_1	[['YBL011W'], ['YKR067W'], ['YBL011W'], ['YKR067W']]
R00851_2	[['YBL011W'], ['YKR067W'], ['YBL011W'], ['YKR067W']]
R00851_3	[['YKR067W'], ['YKR067W']]
R00851_4	[['YKR067W'], ['YKR067W']]
R03243_1	[['YIL116W'], ['YIL116W']]
R03478_1	[['YDR173C'], ['YDR173C']]
R03478_2	[['YDR173C'], ['YDR173C']]
R00264_1	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R00264_2	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R00264_3	[['YMR110C'], ['YMR169C'], ['YMR170C'], ['YOR374W'], ['YPL061W'], ['YMR110C'], ['YMR110C'], ['YMR169C'], ['YMR169C'], ['YMR170C'], ['YMR170C'], ['YOR374W'], ['YOR374W'], ['YPL061W'], ['YPL061W']]
R00264_4	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R00264_5	[['YER073W'], ['YMR110C'], ['YOR374W'], ['YPL061W'], ['YER073W'], ['YER073W'], ['YMR110C'], ['YMR110C'], ['YOR374W'], ['YOR374W'], ['YPL061W'], ['YPL061W']]
R10089_1	[['YFL060C'], ['YFL059W'], ['YMR095C'], ['YMR096W'], ['YNL334C'], ['YNL333W'], ['YFL059W'], ['YMR096W'], ['YNL333W'], ['YFL060C'], ['YMR095C'], ['YNL334C']]
R01890_1	[['YGR202C'], ['YGR202C']]
R01890_2	[['YGR202C'], ['YGR202C']]
R01890_3	[['YGR202C'], ['YGR202C']]
R04568_1	[['YKL182W'], ['YKL182W']]
R04568_2	[['YKL182W'], ['YKL182W'], ['YPL231W']]
R04568_3	[['YKL182W'], ['YHR067W'], ['YKL182W'], ['YPL231W']]
R07215_1	[['YLR056W'], ['YLR056W']]
R07215_2	[['YLR056W'], ['YLR056W']]
R07215_3	[['YLR056W'], ['YLR056W']]
R07215_4	[['YLR056W'], ['YLR056W']]
R08244_1	[['YMR217W'], ['YMR217W']]
R00178_1	[['YOL052C'], ['YOL052C']]
R00178_2	[['YOL052C'], ['YOL052C']]
R01658_1	[['YJL167W'], ['YJL167W']]
R01658_2	[['YJL167W'], ['YPL069C'], ['YJL167W'], ['YPL069C']]
R01658_3	[['YPL069C'], ['YPL069C']]
R05916_1	[['YGR216C'], ['YNL038W'], ['YPL175W'], ['YPL096C-A'], ['YPL076W'], ['YPL175W'], ['YNL038W'], ['YPL076W'], ['YGR216C'], ['YPL096C-A']]
R05916_2	[['YDR437W'], ['YGR216C'], ['YNL038W'], ['YPL175W'], ['YPL096C-A'], ['YPL076W'], ['YPL175W'], ['YNL038W'], ['YPL076W'], ['YGR216C'], ['YDR437W'], ['YPL096C-A']]
R05916_3	[['YDR437W'], ['YDR437W']]
R05916_4	[['YPL175W'], ['YPL175W']]
R05916_5	[['YDR437W'], ['YGR216C'], ['YPL175W'], ['YPL096C-A'], ['YPL076W'], ['YPL175W'], ['YPL076W'], ['YGR216C'], ['YDR437W'], ['YPL096C-A']]
R04428_1	[['YKL182W'], ['YKL182W']]
R04428_2	[['YKL182W'], ['YKL182W'], ['YPL231W']]
R04428_3	[['YKL182W'], ['YHR067W'], ['YKL182W'], ['YPL231W']]
R04035_1	[['YCL030C'], ['YCL030C']]
R05981_1	[['YBR229C'], ['YBR229C']]
R05981_2	[['YBR229C'], ['YBR229C']]
R05981_3	[['YBR229C'], ['YBR229C']]
R02241_1	[['YLR099C']]
R02241_2	[['YDL052C'], ['YOR175C'], ['YPR139C'], ['YDL052C'], ['YOR175C'], ['YPR139C']]
R02241_3	[['YOR175C'], ['YPR139C'], ['YOR175C'], ['YPR139C']]
R02241_4	[['YDL052C'], ['YKR089C'], ['YOR081C'], ['YPR139C'], ['YDL052C'], ['YKR089C'], ['YOR081C'], ['YPR139C']]
R02241_5	[['YPR139C'], ['YPR139C']]
R02241_6	[['YDL052C'], ['YOR175C'], ['YPR139C'], ['YDL052C'], ['YOR175C'], ['YPR139C']]
R02241_7	[['YLR099C']]
R03628_1	[['YJR078W'], ['YJR078W']]
R01790_1	[['YIL099W'], ['YIL099W']]
R09419_1	[['YCR034W'], ['YJL196C'], ['YLR372W'], ['YCR034W'], ['YJL196C'], ['YLR372W']]
R09419_2	[['YCR034W'], ['YJL196C'], ['YLR372W'], ['YCR034W'], ['YJL196C'], ['YLR372W']]
R00006_1	[['YCL009C'], ['YMR108W'], ['YMR108W'], ['YCL009C']]
R00006_2	[['YCL009C'], ['YMR108W'], ['YMR108W'], ['YCL009C']]
R00708_1	[['YHR037W'], ['YHR037W'], ['YHR037W']]
R00708_2	[['YHR037W'], ['YHR037W'], ['YHR037W']]
R05051_1	[['YHR037W'], ['YHR037W'], ['YHR037W']]
R05051_2	[['YHR037W'], ['YHR037W'], ['YHR037W']]
R00571_1	[['YBL039C'], ['YJR103W'], ['YBL039C'], ['YJR103W']]
R00578_1	[['YGR124W'], ['YPR145W'], ['YGR124W'], ['YPR145W']]
R03542	[['YIL164C'], ['YIL164C']]
R09245_1	[['YBR003W'], ['YBR003W']]
R09245_2	[['YBR003W'], ['YBR003W']]
R09245_3	[['YBR003W'], ['YBR003W']]
R00904_1	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R00904_2	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R00904_3	[['YMR110C'], ['YMR169C'], ['YMR170C'], ['YOR374W'], ['YPL061W'], ['YOR374W'], ['YMR170C'], ['YMR170C'], ['YMR169C'], ['YMR169C'], ['YMR110C'], ['YMR110C'], ['YPL061W'], ['YPL061W']]
R00904_4	[['YMR110C'], ['YMR110C'], ['YMR110C']]
R00904_5	[['YER073W'], ['YMR110C'], ['YOR374W'], ['YPL061W'], ['YER073W'], ['YER073W'], ['YOR374W'], ['YMR110C'], ['YMR110C'], ['YPL061W'], ['YPL061W']]
R08176_1	[['YJR019C'], ['YJR019C']]
R08176_2	[['YOR377W']]
R08176_3	[['YOR377W']]
R08176_4	[['YJR019C'], ['YJR019C']]
R08176_5	[['YOR377W']]
R08176_6	[['YJR019C'], ['YJR019C']]
R01625_1	[['YGL154C']]
R01625_2	[['YPL148C'], ['YPL148C']]
R06722_1	[['YJR131W'], ['YJR131W']]
R06722_2	[['YJR131W'], ['YJR131W']]
R06722_3	[['YJR131W'], ['YJR131W']]
R00709_1	[['YNL037C'], ['YNL037C'], ['YNL037C']]
R00709_2	[['YNL037C'], ['YOR136W'], ['YOR136W'], ['YOR136W'], ['YNL037C'], ['YNL037C']]
R00709_3	[['YNL037C'], ['YOR136W'], ['YOR136W'], ['YOR136W'], ['YNL037C'], ['YNL037C']]
R02245_1	[['YMR208W'], ['YMR208W']]
R02245_2	[['YMR208W'], ['YMR208W']]
R07392_1	[['YJR024C'], ['YJR024C']]
R06525_1	[['YDR297W'], ['YDR297W']]
R06525_2	[['YDR297W'], ['YDR297W']]
R01209_1	[['YJR016C'], ['YJR016C']]
R03635_1	[['YIL162W'], ['YIL162W']]
R03635_2	[['YIL162W'], ['YIL162W']]
R03635_3	[['YIL162W'], ['YIL162W']]
R12404_1	[['YGL001C'], ['YGL001C'], ['YGL001C']]
R12404_2	[['YGL001C'], ['YGL001C'], ['YGL001C']]
R00937_1	[['YOR236W'], ['YOR236W'], ['YOR236W']]
R00937_2	[['YOR236W'], ['YOR236W'], ['YOR236W']]
R03443_1	[['YER069W'], ['YER069W'], ['YER069W']]
R03530_1	[['YKL067W'], ['YKL067W']]
R03530_2	[['YKL067W'], ['YKL067W']]
R03530_3	[['YKL067W'], ['YKL067W']]
R02324_1	[['YNL129W'], ['YNL129W']]
R05616_1	[['YNR041C'], ['YNR041C']]
R05616_2	[['YNR041C'], ['YNR041C']]
R02235_1	[['YOR236W'], ['YOR236W'], ['YOR236W']]
R02235_2	[['YOR236W'], ['YOR236W'], ['YOR236W']]
R00974_1	[['YPR062W'], ['YPR062W']]
R00974_2	[['YPR062W'], ['YPR062W']]
R01395_1	[['YJL130C'], ['YJL130C']]
R01395_2	[['YJL130C'], ['YJR109C'], ['YOR303W'], ['YOR303W'], ['YJR109C'], ['YJR109C', 'YOR303W'], ['YJL130C']]
R01395_3	[['YJL130C'], ['YJL130C']]
R03012_1	[['YCL030C'], ['YCL030C'], ['YCL030C']]
R01776_1	[['YNL277W'], ['YNL277W']]
R00986_1	[['YER090W'], ['YKL211C'], ['YKL211C'], ['YER090W']]
R04952_1	[['YKL182W']]
R04952_2	[['YPL231W'], ['YPL231W'], ['YKL182W']]
R04952_3	[['YER061C'], ['YPL231W'], ['YPL231W'], ['YER061C'], ['YKL182W']]
R07620_1	[['YAL023C'], ['YDL095W'], ['YDL093W'], ['YDR307W'], ['YGR199W'], ['YJR143C'], ['YOR321W'], ['YAL023C'], ['YDL093W'], ['YDL095W'], ['YDR307W'], ['YGR199W'], ['YJR143C'], ['YOR321W']]
