MetaCycId	NcbiId	Uniprot	Accessions	Names	Product	Product_types
|G-11708|	1174748		['YPO1909']	['irp3', 'ybtU', 'YPO1909']	['|MONOMER-15296|']	[]
|G7247|			['b2384', 'ECK2380']	['ypdE', 'ECK2380', 'b2384']	['|G7247-MONOMER|']	[]
|G-17875|			[]	['tylGII']	['|MONOMER-18376|']	[]
|AT4G09510|			[]	['CINV2']	['|AT4G09510-MONOMER|']	[]
|G-80650|			[]	['FMO1']	['|MONOMER-13526|']	[]
|HS02256|	6714		[]	['SRC1', 'SRC']	['|HS02256-MONOMER|']	[]
|CHRECP066|	2716963		[]	['psbC', 'ChreCp066']	['|CHRECP066-MONOMER|']	[]
|G-10367|			[]	['accB']	['|MONOMER-13596|']	['|ENZYME|']
|G-14959|	9994968		['MPQ_0130']	['MPQ_0130', 'betA', 'hmfH']	['|MONOMER-17167|']	[]
|G-16070|	1454351		[]	['aceB/mas', 'SSO1334']	['|MONOMER-18076|']	[]
|HS06410|	102		[]	['MADM', 'ADAM10', 'KUZ']	['|ENSG00000137845-MONOMER|']	[]
|EG10492|			['b0026', 'ECK0027']	['ilvS', 'ECK0027', 'b0026', 'ileS']	['|ILES-MONOMER|']	[]
|G-34541|			[]	['AFUA_6g12050', 'Af12050']	['|MONOMER-18833|']	[]
|G3O-32035|			['YKR069W']	['YKR069W', 'MET1']	['|G3O-32035-MONOMER|']	[]
|G-43701|	3648345		[]	['FOX2', 'orf19.1288', 'CaO19.1288']	['|MONOMER-18955|']	[]
|G-8723|			[]	['CBK']	['|MONOMER-11204|']	['|ENZYME|']
|G-12240|			[]	['flB']	['|MONOMER-15923|']	[]
|G-15468|	6213293		[]	['griI']	['|MONOMER-17797|']	[]
|AT4G03050|			[]	['At4g03050', 'AOP3']	['|AT4G03050-MONOMER|']	[]
|AT4G20960|			['AT4G20960']	['PyrD', 'AT4G20960']	['|AT4G20960-MONOMER|']	[]
|G-14506|			[]	['ahgA']	['|MONOMER-16648|']	[]
|G-11884|	1466838		['CPn_0154', 'CP_0617']	['CPn_0154', 'CP_0617', 'gseA', 'waaA', 'kdtA']	['|MONOMER-15504|']	[]
|G-125|			[]	['gap']	['|MONOMER-13052|']	['|ENZYME|']
|AT5G20990|			[]	['At5g20990', 'cnx1']	['|AT5G20990-MONOMER|']	['|ENZYME|']
|G-17665|	100862709		[]	['LOC100862709']	['|MONOMER-18158|']	[]
|EG10623|			['b0090', 'ECK0091']	['b0090', 'ECK0091', 'murG']	['|NACGLCTRANS-MONOMER|']	[]
|EG11067|			['b4258', 'ECK4251']	['val-act', 'valS', 'b4258', 'ECK4251']	['|VALS-MONOMER|']	[]
|G-14660|			['SSU05213']	['SSU05213', 'ptlA']	['|MONOMER-16834|']	[]
|HS09610|	2875		[]	['GPT1', 'AAT1', 'GPT']	['|HS09610-MONOMER|']	[]
|G-9560|			[]	['PMT']	['|MONOMER-12436|']	['|ENZYME|']
|AT5G23070|			['AT5G23070']	['AT5G23070', 'TK1b']	['|AT5G23070-MONOMER|']	[]
|HS03249|	7468		[]	['TRX5', 'WHSC1', 'NSD2', 'KIAA1090', 'MMSET']	['|HS03249-MONOMER|']	[]
|G-8522|			[]	['soxA']	['|MONOMER-11002|']	['|ENZYME|']
|G7665|			['b3200', 'ECK3189']	['b3200', 'yhbN', 'lptA', 'ECK3189']	['|YHBN-MONOMER|']	[]
|G-10063|			[]	['cbiH']	['|MONOMER-13222|']	['|ENZYME|']
|G-58758|			[]	['grdC']	['|MONOMER-20604|']	[]
|G-34493|	4319610		[]	['lovD']	['|MONOMER-18785|']	[]
|G-10993|			[]	['tcbB']	['|MONOMER-14407|']	[]
|G-14948|	10936049		['PPS_0381']	['nicA', 'nicA1', 'PPS_0381']	['|MONOMER-17156|']	[]
|G-519|			[]	['cmtF']	['|MONOMER-352|']	[]
|G-10339|			[]	['ipuI']	['|MONOMER-13568|']	['|ENZYME|']
|EG10409|			['b3560', 'ECK3548']	['glyQ', 'ECK3548', 'glyS(A)', 'b3560', 'cfcA']	['|GLYQ-MONOMER|']	[]
|G-12207|			[]	['gtp3', 'Cps23fN']	['|MONOMER-15888|']	[]
|G-80535|			['Saci_2258']	['soxI', 'Saci_2258']	['|MONOMER-21015|']	[]
|G-8983|	879437		[]	['aruF', 'astA']	['|MONOMER-11524|']	['|ENZYME|']
|G7410|			['b2701', 'ECK2696']	['b2701', 'mltB', 'ECK2696', 'slt']	['|G7410-MONOMER|']	[]
|AT3G11430|			[]	['GPAT5', 'AT3G11430']	['|AT3G11430-MONOMER|']	[]
|G-263|			[]	['pcpC']	['|PCPCFLAVO-MONOMER|']	[]
|EG12293|			['b3589', 'ECK3578']	['b3589', 'yiaY', 'ECK3578']	['|EG12293-MONOMER|']	[]
|G-9741|			[]	['korB']	['|MONOMER-12695|']	['|ENZYME|']
|YOR245C|			['YOR245C']	['YOR245C', 'DGA1']	['|YOR245C-MONOMER|']	[]
|G-17955|			[]	['AB008013']	['|MONOMER-18469|']	[]
|G-338|			[]	['mrtG']	['|MRTGMAUTO-MONOMER|']	['|ENZYME|']
|G185E-8088|	886127		['Rv3792']	['Rv3792', 'aftA']	['|G185E-8088-MONOMER|']	[]
|G-12021|	954770		['sll1224']	['sll1224', 'hoxY']	['|MONOMER-15652|']	[]
|EG11001|			['b1719', 'ECK1717']	['thrS', 'ECK1717', 'b1719']	['|THRS-MONOMER|']	[]
|IMPDH|			[]	['IMPDH', 'inosine monophosphate dehydrogenase']	['|MONOMER-1261|']	['|ENZYME|']
|G-43862|			[]	['PDAT9', 'PDA1', 'CYP57A1']	['|MONOMER-19130|']	[]
|G-10735|			[]	['nmoB', 'ntaB']	['|MONOMER-14048|']	['|ENZYME|']
|G-10195|			[]	['TAT']	['|MONOMER-13400|']	['|ENZYME|']
|G-17806|			[]	['ANS/FLS']	['|MONOMER-18305|']	[]
|G-8504|			[]	['crnA']	['|MONOMER-10981|']	['|ENZYME|']
|EG12037|			['b2177', 'ECK2171']	['b2177', 'yejA', 'ECK2171']	['|YEJA-MONOMER|']	[]
|G-62996|			[]	['stvF']	['|MONOMER-20739|']	[]
|G3O-29801|			['YDR221W']	['YDR221W', 'GTB1']	['|G3O-29801-MONOMER|']	[]
|G-10588|			[]	['CYP80G2']	['|MONOMER-13877|']	['|ENZYME|']
|HS06413|	1588		[]	['ARO1', 'CYAR', 'CYP19', 'CYP19A1']	['|HS06413-MONOMER|']	[]
|CHRECP001|	2716989		[]	['petA']	['|CHRECP001-MONOMER|']	[]
|G-14601|			[]	['UBA3']	['|MONOMER-16754|']	[]
|G-44100|			[]	['ravIM']	['|MONOMER-19393|']	[]
|HS00529|			[]	['PI4K2B']	['|HS00529-MONOMER|']	[]
|G-14567|			[]	['prnA']	['|MONOMER-16710|']	[]
|EG10196|			['b0526', 'ECK0519']	['ECK0519', 'syc', 'cysS', 'b0526']	['|CYSS-MONOMER|']	[]
|G-9209|			[]	['aclB']	['|MONOMER-11849|']	[]
|SYNPCC7942_0579|	3774817		[]	['sqdX']	['|SYNPCC7942_0579-MONOMER|']	[]
|AT2G21940|			[]	['SK1']	['|AT2G21940-MONOMER|']	[]
|EG11373|			['b2558', 'ECK2556']	['mltF', 'ECK2556', 'b2558', 'yfhD']	['|EG11373-MONOMER|']	[]
|G-34619|	5395505		[]	['CLB_0813', 'bcmD']	['|MONOMER-18910|']	[]
|G-44592|	4531989		['MSMEG_3265']	['eltD', 'MSMEG_3265']	['|MONOMER-19889|']	[]
|G-9935|			[]	['pgi']	['|MONOMER-13046|']	['|ENZYME|']
|G3O-30538|			['YGL018C']	['YGL018C', 'JAC1', 'SEO2']	['|G3O-30538-MONOMER|']	[]
|G-80417|			[]	['dszD']	['|MONOMER-20854|']	[]
|G-58233|			[]	['lctO']	['|MONOMER-20445|']	[]
|G-80459|			[]	['picA1']	['|MONOMER-20931|']	[]
|G-11473|	4455215		[]	['H16_B0982', 'gabD1']	['|MONOMER-15033|']	[]
|G-55031|	3719136		['RSP_1869']	['RSP_1869', 'ubiL2']	['|MONOMER-20138|']	[]
|EG10040|			['b4150', 'ECK4146']	['ampC', 'ECK4146', 'ampA', 'b4150']	['|EG10040-MONOMER|']	[]
|EG10770|			['b0194', 'ECK0194']	['proS', 'ECK0194', 'drpA', 'drp', 'b0194']	['|PROS-MONOMER|']	[]
|AT3G21230|			[]	['4CL5', 'At3g21230']	['|AT3G21230-MONOMER|']	['|ENZYME|']
|G-14946|	5741855		[]	['Cphy_1019']	['|MONOMER-17154|']	[]
|G-44459|			[]	['phpL']	['|MONOMER-19755|']	[]
|G3O-32618|			['YML014W']	['TRM9', 'YML014W']	['|G3O-32618-MONOMER|']	[]
|G-12174|	1116040		['CA_P0035']	['CA_P0035', 'adhE2']	['|MONOMER-15847|']	[]
|G7248|			['b2385', 'ECK2381']	['ECK2381', 'b2385', 'ypdF']	['|G7248-MONOMER|']	[]
|G6803|			['b1516', 'ECK1509']	['b1516', 'ECK1509', 'lsrB', 'yneA']	['|YNEA-MONOMER|']	[]
|HS07746|	5860		[]	['QDPR', 'DHPR']	['|HS07746-MONOMER|']	[]
|G-12500|	2656471		['PHG244']	['norB', 'PHG244']	['|MONOMER-16206|']	[]
|G-80487|			['ECA0866']	['ECA0866', 'lerK']	['|MONOMER-20962|']	[]
|G-15380|			[]	['AlaAT-2']	['|MONOMER-17674|']	[]
|G-10982|			[]	['algD']	['|MONOMER-14396|']	[]
|HS04527|			[]	['PIK3CA']	['|HS04527-MONOMER|']	[]
|G-43781|			[]	['D4Des']	['|MONOMER-19039|']	[]
|EG10071|			['b1876', 'ECK1877']	['argS', 'b1876', 'lov-1', 'ECK1877', 'lov']	['|ARGS-MONOMER|']	[]
|G-10033|			[]	['UAP']	['|MONOMER-13188|']	['|ENZYME|']
|G-9820|			[]	['nahF']	['|MONOMER-12810|']	['|ENZYME|']
|G-10979|			[]	['tecA4']	['|MONOMER-14393|']	[]
|G-5485|			[]	['kyn']	['|MONOMER-7065|']	['|ENZYME|']
|G-15074|	5826094		['Caur_1648']	['accD', 'Caur_1648']	['|MONOMER-17287|']	[]
|G-80600|			[]	['dhpJ']	['|MONOMER-21082|']	[]
|CHLREDRAFT_191690|			[]	['LHCBM4', '191690']	['|CHLREDRAFT_191690-MONOMER|']	[]
|AT5G55120|			[]	['VTC5']	['|AT5G55120-MONOMER|']	['|ENZYME|']
|AT3G54690|	824634		['AT3G54690.1']	['KDSD', 'AT3G54690.1', 'SETH3']	['|AT3G54690-MONOMER|']	[]
|G-12321|			[]	['CYP71E7']	['|MONOMER-16012|']	[]
|HS10601|	128		[]	['FDH', 'ADH5', 'ADHX']	['|HS10601-MONOMER|']	[]
|G-17641|			[]	['fcd', 'wsbK']	['|MONOMER-18134|']	[]
|G-18066|			[]	['elmP']	['|MONOMER-18601|']	[]
|EG10586|			['b2114', 'ECK2107']	['metG', 'b2114', 'ECK2107']	['|METG-MONOMER|']	[]
|G-34539|	14511402		['SMWW4_v1c10950']	['pigJ', 'SMWW4_v1c10950']	['|MONOMER-18831|']	[]
|G-15111|			[]	['SSL-3']	['|MONOMER-17326|']	[]
|G-44085|	4332166		['Os03g0233900', 'LOC_Os03g13140']	['LOC_Os03g13140', 'HB1', 'GLB1A', 'Os03g0233900']	['|MONOMER-19374|']	[]
|G-27228|	9850893		[]	['gutB1', 'PPSC2_c2584']	['|MONOMER-18760|']	[]
|DTC1|			[]	['diterpene cyclase1', 'DTC1']	['|DTC1-MONOMER|']	['|ENZYME|']
|EG11531|			['b1661', 'ECK1657']	['cdfA', 'cfa', 'b1661', 'ECK1657']	['|CFA-MONOMER|']	[]
|EG10714|			['b4105', 'ECK4098']	['psiD', 'b4105', 'ECK4098', 'phnD', 'phn']	['|PHND-MONOMER|']	[]
|G-12677|			[]	['GSL1']	['|MONOMER-16406|']	[]
|STM14_RS23775|			['STM14_RS23775', 'STM14_5451']	['gfrC', 'STM14_RS23775', 'RS23775', 'STM14_5451']	['|STM14_RS23775-MONOMER|']	[]
|AT1G58080|			[]	['AtATP-PRT1', 'HISN1A']	['|AT1G58080-MONOMER|']	['|ENZYME|']
|G-10340|			[]	['gmd', 'ORF9']	['|MONOMER-13569|']	['|ENZYME|']
|CHLREDRAFT_165416|			[]	['165416', 'PsaG']	['|CHLREDRAFT_165416-MONOMER|']	[]
|G-43808|			[]	['roqD']	['|MONOMER-19072|']	[]
|G-9620|			[]	['nit-6']	['|MONOMER-12533|']	[]
|G-10146|			[]	['dntAb']	['|MONOMER-13333|']	['|ENZYME|']
|G-9089|			[]	['bfmBAB']	['|MONOMER-11684|']	['|ENZYME|']
|EG10532|			['b0642', 'ECK0635']	['ECK0635', 'b0642', 'leuS', 'syl']	['|LEUS-MONOMER|']	[]
|G-11156|			[]	['aiiD', 'aac']	['|MONOMER-14586|', '|MONOMER-20824|', '|MONOMER-14587|']	[]
|AT4G23600|			['AT4G23600.1']	['JR2', 'AT4G23600.1', 'CORI3']	['|AT4G23600-MONOMER|']	[]
|G-15358|			[]	['vlmH']	['|MONOMER-17644|']	[]
|EG11284|			['b0180', 'ECK0179']	['yaeA', 'b0180', 'sfhC21', 'sabA1', 'fabZ', 'sefA', 'ECK0179']	['|FABZ-MONOMER|']	[]
|G-10522|			[]	['PfTps-PL']	['|MONOMER-13792|']	['|ENZYME|']
|G18C3-46|			[]	['gtsatom']	['|MONOMER18C3-50|']	[]
|G-15202|	1236795		[]	['RB0464', 'SMb20482', 'SM_b20482', 'ngg']	['|MONOMER-17428|']	[]
|SYNPCC7942_0169|	3775777		[]	['glnN']	['|SYNPCC7942_0169-MONOMER|']	[]
|G-43745|			[]	['PfaC']	['|MONOMER-19006|']	[]
|G-27189|			[]	['bc-dox']	['|MONOMER-18715|']	[]
|G-10824|	3990814		[]	['yeiC']	['|MONOMER-14165|']	[]
|G-11991|			[]	['Tyrp-2', 'Dct', 'Tyrp2']	['|X01347-MONOMER|']	[]
|HS01688|	6476		[]	['SI']	['|MONOMER66-34443|', '|MONOMER66-34444|', '|HS01688-MONOMER|']	[]
|EG10871|			['b3985', 'ECK3976']	['rplJ', 'ECK3976', 'b3985']	['|EG10871-MONOMER|']	[]
|EG10410|			['b3559', 'ECK3547']	['ECK3547', 'gly-act', 'glyS(B)', 'b3559', 'glyS', 'gly']	['|GLYS-MONOMER|']	[]
|G-44241|			[]	['penDE', 'aatA']	['|MONOMER-19537|']	[]
|G-96|			[]	['thl']	['|THLCLOS-MONOMER|']	['|ENZYME|']
|AT5G07010|			[]	['ST2A', 'At5G07010']	['|AT5G07010-MONOMER|']	[]
|SYNPCC7942_0893|	3774071		[]	['psbA3']	['|SYNPCC7942_0893-MONOMER|']	[]
|G-55186|			[]	['lcp']	['|MONOMER-20301|']	[]
|YHR190W|			[]	['ERG9']	['|YHR190W-MONOMER|']	['|ENZYME|']
|EG12075|			['b3476', 'ECK3460']	['hydD', 'b3476', 'ECK3460', 'hydC', 'nikA']	['|NIKA-MONOMER|']	[]
|AT1G17050|	838275		['At1g17050']	['At1g17050', 'SPS2']	['|AT1G17050-MONOMER|']	[]
|G185E-7820|	888131		['Rv3543c']	['chsE2', 'Rv3543c', 'fadE29']	['|G185E-7820-MONOMER|']	[]
|G-339|			[]	['mrtB']	['|MRTBMAUTO-MONOMER|']	['|ENZYME|']
|HS10997|			[]	['IHPK1', 'KIAA0263', 'IP6K1', 'MGC9925']	['|HS10997-MONOMER|']	[]
|G-44504|	10874446		[]	['tmlU']	['|MONOMER-19800|']	[]
|G-44088|			[]	['DODA']	['|MONOMER-19377|']	[]
|G-12762|			[]	['bgl2']	['|MONOMER-16498|']	[]
|AT2G44350|	819042		['AT2G44350']	['CSY4', 'AT2G44350']	['|AT2G44350-MONOMER|']	[]
|EG11030|			['b3384', 'ECK3371']	['ECK3371', 'b3384', 'trpS']	['|TRPS-MONOMER|']	[]
|G-245|			[]	['bcrD']	['|BCRDTHAUERA-MONOMER|']	[]
|G-15531|			[]	['FNS I-1']	['|MONOMER-17890|']	[]
|G-44486|			[]	['dbo']	['|MONOMER-19782|']	[]
|EG12606|			['b1095', 'ECK1081']	['fabJ', 'b1095', 'cvc', 'vtr', 'fabF', 'ECK1081', 'vtrB']	['|3-OXOACYL-ACP-SYNTHII-MONOMER|']	[]
|G-11122|			[]	['At2g26650', 'AKT1']	['|MONOMER-14552|']	[]
|YDL080C|			[]	['YDL080c', 'KID1', 'THI3']	['|MONOMER3O-409|']	['|ENZYME|']
|G6654|			['b1316', 'ECK1311']	['ycjT', 'ECK1311', 'b1316']	['|G6654-MONOMER|']	[]
|G-11564|			[]	['ligL']	['|MONOMER-15128|']	[]
|G3O-29201|			['YBR281C']	['YBR281C', 'DUG2']	['|G3O-29201-MONOMER|']	[]
|G-63073|			[]	['bryP']	['|MONOMER-20813|']	[]
|G-15023|			[]	['btrQ']	['|MONOMER-17236|']	[]
|G-55004|			['MA_3627', '1475520']	['MA_3627', 'cfbC', '1475520']	['|MONOMER-20115|']	[]
|G-58339|	3874506		['NCU09775']	['NCU09775', 'NcAraf1']	['|MONOMER-20548|']	[]
|EG10390|			['b0680', 'ECK0668']	['glnS', 'ECK0668', 'b0680']	['|GLNS-MONOMER|']	[]
|G-14658|			[]	['faeA']	['|MONOMER-16832|']	[]
|G-44658|			[]	['dnmT']	['|MONOMER-19958|']	[]
|AT5G16150|			[]	['pGlcT', 'GLT1', 'At5g16150']	['|AT5G16150-MONOMER|']	[]
|G-12806|			['CP000143.1']	['btaB', 'BtaB', 'CP000143.1']	['|MONOMER-16556|']	[]
|G-2289|	1042540		[]	['pcaD']	['|MONOMER-3221|']	['|ENZYME|']
|EG10276|			['b3256', 'ECK3243']	['ECK3243', 'fabG', 'b3256', 'accC']	['|BIOTIN-CARBOXYL-MONOMER|']	[]
|G7017|			['b1857', 'ECK1858']	['znuA', 'yebL', 'ECK1858', 'yzzP', 'b1857']	['|ZNUA-MONOMER|']	[]
|G-14761|	9282975		['PFREUD_18860']	['PFREUD_18860', 'mmdA']	['|MONOMER-12429|']	[]
|YOR143C|			['YOR143C']	['THI80', 'YOR143C']	['|YOR143C-MONOMER|']	[]
|YJR057W|			['YJR057W']	['CDC8', 'YJR057W']	['|YJR057W-MONOMER|']	[]
|G-14568|	1237310		[]	['phnY', 'SM_b21539']	['|MONOMER-16711|']	[]
|CHRECP061|	2716958		[]	['psaJ', 'ChreCp061']	['|CHRECP061-MONOMER|']	[]
|G-9126|			[]	['SAMS1']	['|MONOMER-11743|']	['|ENZYME|']
|AT5G20830|			[]	['at5g20830', 'SUS1']	['|AT5G20830-MONOMER|']	['|ENZYME|']
|G-3771|			[]	['CHS5_SOYBN']	['|MONOMER-4701|']	['|ENZYME|']
|G-11069|	D89981		[]	['PAA1']	['|MONOMER-14495|']	[]
|EG10094|			['b0930', 'ECK0921']	['asnS', 'ECK0921', 'tss', 'lcs', 'b0930']	['|ASNS-MONOMER|']	[]
|BBSH|			[]	['bbsH']	['|MONOMER-688|']	[]
|G3O-30725|			['YGL257C']	['MNT2', 'YGL257C']	['|G3O-30725-MONOMER|']	[]
|G185E-7823|	887360		['Rv3546', 'MT3650']	['fadA5', 'MT3650', 'Rv3546']	['|G185E-7823-MONOMER|']	[]
|EG11647|			['b0185', 'ECK0184']	['accA', 'ECK0184', 'b0185']	['|CARBOXYL-TRANSFERASE-ALPHA-MONOMER|']	[]
|G-43930|	L12534		[]	['hepA']	['|MONOMER-19213|']	[]
|G-17714|			[]	['aknOx']	['|MONOMER-18204|']	[]
|G-11254|			[]	['cbzE']	['|MONOMER-14751|']	[]
|YOR377W|			['YOR377W']	['YOR377W', 'ATF1']	['|YOR377W-MONOMER|']	[]
|HS10111|	6419		[]	['SETMAR']	['|HS10111-MONOMER|']	[]
|HS08587|	2232		[]	['FDXR']	['|HS08587-MONOMER|']	[]
|G-44162|	878992		['PA4019']	['PA4019', 'ubiX']	['|MONOMER-19454|']	[]
|G-18038|			['F911_03117', 'HMPREF0010_01351']	['HMPREF0010_01351', 'cntB', 'F911_03117']	['|MONOMER-18570|']	[]
|HS05762|	9215		[]	['LARGE1', 'KIAA0609', 'LARGE']	['|ENSG00000133424-MONOMER|']	[]
|EG30084|			['b3851', 'ECK3843']	['b3851', 'rrsA', 'ECK3843']	['|RRSA-RRNA|']	[]
|EG10709|			['b1714', 'ECK1712']	['phe-act', 'pheS', 'ECK1712', 'b1714']	['|PHES-MONOMER|']	[]
|G3O-14|	851087		['YLR372W']	['YLR372W', 'ELO3', 'VBM1', 'SRE1', 'SUR4', 'APA1']	['|MONOMER3O-70|']	[]
|G-11458|			[]	['OKS']	['|MONOMER-15014|']	[]
|G185E-7216|	887892		['Rv2962c']	['Rv2962c']	['|G185E-7216-MONOMER|']	[]
|AT4G37870|			[]	['PEPCK1', 'PCK1']	['|AT4G37870-MONOMER|']	[]
|G-58840|			['Ngar_c14400']	['EstN1', 'Ngar_c14400']	['|MONOMER-20694|']	[]
|EG10247|			['b2563', 'ECK2561']	['dpj', 'ECK2561', 'acpS', 'b2563']	['|HOLO-ACP-SYNTH-MONOMER|']	[]
|EG11504|			['b0197', 'ECK0197']	['b0197', 'yaeC', 'metD', 'ECK0197', 'metQ']	['|METQ-MONOMER|']	[]
|G-9360|			[]	['ACH D1', 'CESdD1']	['|MONOMER-12092|']	['|ENZYME|']
|G-80460|			[]	['picA2']	['|MONOMER-20932|']	[]
|G-10871|	5366491		[]	['dddD', 'Mmwyl1_4041']	['|MONOMER-14240|']	[]
|G185E-8086|	886125		['Rv3790']	['Rv3790', 'dprE1']	['|G185E-8086-MONOMER|']	[]
|G-15360|			[]	['xyn11A']	['|MONOMER-17647|']	[]
|G-80675|			[]	['BN592_00768']	['|MONOMER-21159|']	[]
|G-15451|			[]	['CHT']	['|MONOMER-17777|']	[]
|EG10552|			['b2890', 'ECK2885']	['b2890', 'asuD', 'lysS', 'ECK2885', 'herC']	['|LYSS-MONOMER|']	[]
|G-5981|			[]	['CPS1']	['|MONOMER-7941|']	['|ENZYME|']
|G-11648|	6986342		['VSAL_I0135']	['bibB', 'VSAL_I0135']	['|MONOMER-15218|']	[]
|G-17627|	39592		[]	['CG13478', 'CYP314A1', 'shd']	['|MONOMER-7726|']	[]
|EG11317|			['b1092', 'ECK1078']	['b1092', 'fabD', 'tfpA', 'ECK1078']	['|MALONYL-COA-ACP-TRANSACYL-MONOMER|']	[]
|G-44205|			[]	['acmI']	['|MONOMER-19501|']	[]
|G-44306|			[]	['DES4']	['|MONOMER-19604|']	[]
|G185E-6458|	888769		['Rv2243']	['fabD', 'Rv2243']	['|G185E-6458-MONOMER|']	[]
|G-12075|			[]	['M1PDH']	['|MONOMER-15718|']	[]
|SCO6267|	1101708		['SCO6267']	['bprA', 'SCO6267', 'SCAH10.32', 'scbC']	['|SCO6267-MONOMER|']	[]
|G-10622|			[]	['BSU03570', 'sfp', 'lpa-8']	['|MONOMER-13919|']	['|ENZYME|']
|G-9719|			[]	['echB']	['|MONOMER-12658|']	['|ENZYME|']
|HS01349|	51703		[]	['ACSL5', 'UNQ633/PRO1250', 'ACS5', 'FACL5']	['|HS01349-MONOMER|']	[]
|G-12434|			[]	['YLO-1']	['|MONOMER-16130|']	[]
|EG10453|			['b2514', 'ECK2510']	['ECK2510', 'b2514', 'hisS']	['|HISS-MONOMER|']	[]
|G-80533|			['Saci_2260']	['soxG', 'Saci_2260']	['|MONOMER-21013|']	[]
|HS02989|	5730		[]	['PTGDS', 'PDS']	['|HS02989-MONOMER|']	[]
|G-11966|			[]	['ARS2', 'Sb08g003170']	['|MONOMER-15595|']	[]
|G-670|			[]	['psaD1']	['|MONOMER-1098|']	[]
|HS07174|			[]	['SUMF1', 'UNQ3037/PRO9852', 'PSEC0152', 'FGE']	['|ENSG00000144455-MONOMER|']	[]
|EG10277|			['b1091', 'ECK1077']	['b1091', 'fabH', 'ECK1077']	['|FABH-MONOMER|']	[]
|EG12517|			['b4227', 'ECK4223']	['ytfQ', 'b4227', 'ECK4223']	['|YTFQ-MONOMER|']	[]
|AT3G61530|			[]	['PANB2', 'at3g61530']	['|AT3G61530-MONOMER|']	['|ENZYME|']
|AT3G48720|		Q9SMM7	[]	['AT3G48720', 'DCF']	['|AT3G48720-MONOMER|']	[]
|G-14824|			[]	['rmlA']	['|MONOMER-17004|']	[]
|G-43782|			[]	['D8Des']	['|MONOMER-19040|']	[]
|CHLREDRAFT_205752|			[]	['LHCBM8', '205752']	['|CHLREDRAFT_205752-MONOMER|']	[]
|AT3G03780|	AJ608674		[]	['AtMS2']	['|AT3G03780-MONOMER|']	['|ENZYME|']
|G-11471|	1458422		[]	['acr', 'ST0480']	['|MONOMER-13730|']	[]
|AT1G67830|	AT1G67830		[]	['FXG1']	['|AT1G67830-MONOMER|']	['|ENZYME|']
|G-44576|			[]	['ANS']	['|MONOMER-19869|']	[]
|EG11043|			['b1637', 'ECK1633']	['ECK1633', 'b1637', 'tyrS']	['|TYRS-MONOMER|']	[]
|G-17785|	915060		['Z5460', 'ECs4841']	['pfkA', 'Z5460', 'ECs4841']	['|MONOMER-18281|']	[]
|SYNPCC7942_0326|	3774847		[]	['apcB']	['|SYNPCC7942_0326-MONOMER|']	[]
|G-54990|	1469151		[]	['PF1278']	['|MONOMER-20102|']	[]
|EG10273|			['b0954', 'ECK0945']	['ECK0945', 'b0954', 'fabA']	['|FABA-MONOMER|']	[]
|G-9922|			[]	['pnpB']	['|MONOMER-13026|']	[]
|G-55094|			[]	['barX']	['|MONOMER-20202|']	[]
|G-15976|			[]	['aarC']	['|MONOMER-17982|']	[]
|AT3G61220|			[]	['SDR1', 'CytADR']	['|AT3G61220-MONOMER|']	[]
|G-9040|	3480989		[]	['hutF']	['|MONOMER-11614|']	['|ENZYME|']
|YML110C|	854930		[]	['COQ5']	['|YML110C-MONOMER|']	['|ENZYME|']
|AT5G49740|			[]	['FRO2', 'At5g49740']	['|AT5G49740-MONOMER|']	['|ENZYME|']
|G-58312|			[]	['GES']	['|MONOMER-20523|']	[]
|G-10274|			[]	['pah', 'orf4']	['|MONOMER-13488|']	['|ENZYME|']
|EG10910|			['b3297', 'ECK3284']	['ECK3284', 'b3297', 'rpsK']	['|EG10910-MONOMER|']	[]
|EG10407|			['b2400', 'ECK2394']	['gltM', 'ECK2394', 'gluRS', 'gltX', 'b2400']	['|GLURS-MONOMER|']	[]
|G-12148|			[]	['inhA']	['|MONOMER-15823|']	[]
|G-18023|			[]	['acd']	['|MONOMER-18550|']	[]
|G-11423|			[]	['AO2']	['|MONOMER-14975|']	[]
|G3O-31355|			['YIL096C']	['YIL096C', 'BMT5']	['|G3O-31355-MONOMER|']	[]
|G-12599|	905624		[]	['Cj1332', 'ptmA']	['|MONOMER-16330|']	[]
|EG11528|			['b1288', 'ECK1283']	['envM', 'fabI', 'gts', 'ECK1283', 'b1288', 'qmeA']	['|ENOYL-ACP-REDUCT-NADH-MONOMER|']	[]
|EG12334|			['b0158', 'ECK0157']	['yadT', 'btuF', 'b0158', 'ECK0157']	['|EG12334-MONOMER|']	[]
|G-15191|	3123783		[]	['pfaC']	['|MONOMER-17416|']	[]
|HS10616|	10855		[]	['HPA1', 'HSE1', 'HPSE', 'HPSE1', 'HPR1', 'HPA', 'HEP']	['|MONOMER-15778|', '|MONOMER-15777|', '|ENSG00000173083-MONOMER|']	[]
|G-15057|			[]	['btrJ']	['|MONOMER-17271|']	[]
|G-1764|			[]	['tmoD']	['|MONOMER-2504|']	[]
|G-9601|	1485459		[]	['dsrC']	['|MONOMER-12502|']	['|ENZYME|']
|G-14849|			[]	['PPT1']	['|MONOMER-17042|']	[]
|G18C3-389|			[]	['Niben101Scf03031g02018', '7-DR2']	['|MONOMER18C3-410|']	[]
